3575	2023	3	27.64
57	4414	5	18.18
542	118	16	18.46
17866	3802	8	140.02
102	4692	8	7.91
101	8108	6	7.31
1051	3028	3	22.03
511	4132	3	20.05
14636	14	6	8.61
121	736	8	6.01
119	489	14	12.63
2155	485	3	15.14
182	157	32	50.5
150	2071	8	30.31
254	18001	3	27.44
8738	102	4	4.67
752	197	6	13.5
186	4099	5	26.36
7081	10114	8	138.3
1801	105	12	11.27
275	282	6	6.75
2823	14	45	54.16
34842	103	3	14.85
3847	101	19	29.24
308	694	5	13.4
2030	9348	7	94.94
120	2594	4	6.86
2494	292	14	100.8
106	9595	3	6.75
900	1347	4	23.24
6106	101	7	6.27
5086	14	35	74.1
1507	1738	5	39.18
4757	8645	4	56.93
489	163	18	52.36
1537	130	4	4.69
151	5665	5	26.57
295	1941	3	10.82
2804	108	12	27.49
107	3759	11	28.44
734	838	5	24.45
6801	12	11	8.98
10770	109	9	47.83
270	17269	12	150.36
21676	12	3	3.96
504	5582	9	87.2
674	347	5	14.87
393	9716	6	59.05
1631	434	4	18.91
110	865	11	4.87
15404	135	5	37.61
3154	114	3	3.92
5877	222	5	33.73
8	1422	19	33.09
108	116	341	249.17
4429	583	11	107.83
506	903	3	9.96
3710	20764	3	46.87
14698	7335	3	48.71
12	27626	4	9.9
107	7744	3	5.75
381	1905	3	12.67
2954	195	25	197.51
2058	19351	5	75.4
412	382	16	69.89
348	85	9	23.4
343	1947	8	47.74
856	147	31	137.77
117	1417	10	18.71
2850	3364	3	29.63
148	582	34	130.92
101	15542	3	4.54
1159	214	7	24.82
1187	163	47	307.6
147	216	31	51.97
148	2185	9	35.99
298	1821	23	172.43
4518	8095	3	39.96
563	2592	3	17.19
12	10223	6	4.4
33365	103	3	14.85
146	6398	7	42.86
800	21257	4	51.28
14657	108	3	11.23
5637	49839	4	87.42
2439	986	6	48.54
132	9505	3	14.58
10337	12	16	40.43
112	7188	5	17.23
588	588	4	13.36
3653	594	9	80.32
1580	119	7	11.62
527	139	7	5.41
103	8379	11	38.15
6143	102	6	6.37
239	5024	12	99.64
695	8790	3	27.91
2948	149	3	7.86
18431	131	7	60.22
13600	103	3	6.58
15641	14	6	9.88
116	7884	6	29.01
315	11347	3	24.75
39439	4466	5	100.9
8066	1516	7	87.16
141	5626	6	32.08
103	10748	4	8.6
101	11475	8	20.36
1071	391	5	20.4
266	2357	4	17.72
715	220	5	10.56
4345	131	27	194.4
1935	23290	3	42.95
839	147	5	5.86
747	12	178	206.11
111	2802	6	9.58
2467	28315	3	46.98
8668	759	4	40.25
4074	999	4	34.36
221	26195	3	29.92
133	5069	6	27.97
2513	127	5	11.52
1590	862	18	163.77
36034	115	4	35.45
258	5333	3	17.52
694	26258	3	37.55
444	1894	16	125.87
6123	14	14	12.76
9461	12411	8	149.54
116	23432	3	19.55
10798	12	10	16.72
12	29374	4	10.76
45218	8	3	23.01
3798	14	18	8.12
1242	420	10	58.88
140	1296	10	28.86
17644	101	3	5.45
389	25409	3	33.89
11634	326	4	36.13
106	1453	24	43.28
8	1684	15	24.82
101	31487	3	10.56
109	820	63	189.77
199	1334	8	31.06
2065	833	3	18.08
1043	1691	4	26.22
106	4217	22	88.59
380	152	8	6.39
12	26669	7	27.26
6635	12	17	24.58
1461	191	3	6.31
109	3621	7	14.28
341	14649	4	39.23
8	2500	9	13.97
11311	743	4	43.05
119	13523	4	23
15955	9268	3	51.45
134	1970	8	24.83
2167	308	3	11.97
106	1026	87	304.65
107	630	22	13
8	270	51	29.85
1215	218	3	6.41
12	8805	18	41.2
1456	472	3	12.34
297	4756	5	33.83
114	7587	3	9.65
112	7818	6	24.23
5586	62062	3	65.47
58803	8	3	29.71
2472	8004	11	159.83
296	2527	11	74.24
645	121	52	192.69
2715	786	5	37.76
31123	153	3	28.22
2273	101	15	4.99
239	1671	7	31.58
3296	14	22	10.62
111	3230	4	5.02
29006	14	3	5.99
132	14527	3	18.09
176	624	10	25.31
235	2811	3	12.03
1190	349	3	9.28
101	15049	4	7.79
1760	1038	12	106.09
1583	7793	6	72.72
40305	12	3	9.68
102	14383	4	9.43
7200	5504	4	56.5
398	4503	6	46.72
15222	101	3	4.54
203	2289	5	20.94
1113	9399	4	44.18
880	85	5	16.52
1388	2006	4	30.26
463	12	106	5.17
4578	108	6	13
157	8800	3	16.82
9825	14	14	28.37
8803	101	5	5.5
112	5433	11	47.38
4166	1456	3	26.55
319	9897	3	23.74
26746	14	4	9.6
5057	166	7	43.33
35332	9	3	20.21
27566	953	7	109.27
4648	4352	4	49.43
58	3801	4	19.38
9233	108	5	17.68
831	988	6	34.88
4239	101	9	5.49
169	1805	6	20.79
168	1147	3	4.19
1180	623	3	12.83
198	315	44	182.44
3033	27053	3	47.84
6417	405	3	21.95
2643	1282	3	22.33
1014	139	9	19.57
890	243	7	22.91
4558	107	85	663.28
2922	247	4	19.05
4136	4051	8	106.34
472	3242	5	34.84
3497	14	18	6.27
441	1408	3	11.77
519	241	9	24.38
2182	4899	36	561.76
3206	5825	3	34.8
2021	144	4	8.99
27764	591	3	37.19
548	3599	7	57.46
6334	119	3	9.41
23866	14	3	4.5
454	5277	3	21.2
13	688	17	53.11
4325	245	3	15.48
7393	243	5	37.63
152	1058	4	5.23
2181	292	3	11.62
33660	21	3	28.51
1736	1487	3	20.37
103	7107	4	4.84
601	5183	3	22.91
896	3153	4	30.99
110	28012	5	35.76
103	4858	8	12.3
7945	12	14	21.85
38882	102	5	33.55
16417	247	4	37.6
601	191	12	35.58
188	370	6	5.65
12	1499	48	17.38
1113	250	6	20.97
21650	15980	15	381.12
35709	108	4	30.12
128	293	34	54.16
667	153	8	14.13
1055	6044	3	27.4
224	1424	5	17.01
2832	231	3	11.9
104	2752	32	110.2
283	533	7	18.43
101	1996	29	27.43
283	3008	3	13.62
3680	33858	5	93.21
1020	5598	4	37.83
2191	245	6	29.34
2678	31634	8	153.29
158	1166	7	18.3
159	241	29	61.78
58969	12	3	17.68
826	352	16	89.9
1844	354	3	11.97
105	2253	20	43.8
1300	503	6	32.15
2287	123	4	6.53
3342	135	38	287.73
2389	128	4	7.42
8785	114	3	10.8
193	7386	5	34.72
102	6606	5	4.69
103	6218	28	129.93
104	6870	4	6.98
55459	14	3	13.04
105	7010	3	4.15
895	623	4	17.1
480	235	6	11.21
102	4237	14	23.3
7026	103	5	7.7
144	12184	3	18.22
513	339	8	25.74
122	2258	7	17.57
121	2389	5	9.7
16178	5873	4	66.6
246	827	4	8.78
1264	825	3	14.82
13	2359	4	11.51
1773	400	3	12.49
153	1029	7	15.72
685	181	7	14.78
121	287	28	28.1
125	1861	6	11.87
5267	12500	3	44.88
516	459	13	62.56
4540	242	4	23.23
1600	250	4	13.85
4989	102	10	14.49
1093	572	3	11.78
210	5774	3	16.75
673	8974	17	223.04
20820	12	6	15.26
7703	160	3	16.15
2401	16	4	8.51
1833	139	5	11.28
1325	321	3	9.25
122	3775	6	20.3
149	2545	4	11.24
246	1127	4	10.92
149	197	43	87.65
9730	3007	3	38.33
9150	102	4	5.03
2149	14	37	17.99
22651	1742	3	42.26
122	2055	42	243.12
10588	4286	3	41.76
2529	172	4	13.92
488	176	9	17.1
1531	19951	6	89.84
2460	639	4	25.89
966	113	13	17.94
874	132	7	8.57
33187	12	3	7.63
1113	1403	5	33.76
252	3018	4	19.55
1207	147	5	8.75
127	1710	32	160.18
434	9189	5	47.69
6444	8	4	8.76
155	181	19	14.92
3178	195	7	38.52
127	4055	10	47.48
28034	14	9	42.06
7868	10742	7	122.15
1143	6508	4	40.31
101	4695	22	49.36
103	6014	52	318.5
511	766	4	14.21
2997	2963	8	93.33
113	11696	3	12.55
864	1730	4	25.03
1535	3456	30	399.84
102	7241	6	8.38
390	323	8	20.47
898	137	7	10.25
2619	14	29	13.23
234	9230	4	30.47
101	4528	13	16.32
1082	282	3	7.2
2518	525	3	16.55
11982	12	7	9.24
3063	359	3	15.62
8915	102	6	11.2
191	176	27	48.96
38367	14	3	8.31
8	32432	8	79.23
5390	101	9	9.26
4363	14	32	50.01
11809	35403	7	167.88
1143	109	12	9.89
129	2049	4	6.72
312	313	10	23.53
222	301	6	5.21
663	2430	13	115.45
2828	167	6	26.5
252	397	18	64.51
10968	103	7	22.88
523	181	7	11.44
8	10341	8	38.41
32974	12	7	35.33
272	8201	4	30.49
27830	3813	7	131.6
123	2550	10	34.63
211	2143	14	86.88
186	518	15	44.9
1711	707	4	23.34
31093	309	3	34.09
212	924	7	21.71
2251	175	3	8.29
9011	70888	3	69.29
1229	173	10	37.16
1603	5225	3	28.96
627	1038	9	55.43
23398	14	4	7.6
343	230	5	4.77
442	273	5	8.36
2992	2067	3	26.43
152	9844	3	17.35
2607	3779	19	261.85
1908	914	4	26.27
472	1263	3	11.51
470	2003	3	14.39
473	21	19	46.71
1998	1572	3	21.63
2544	174	4	14.03
4425	101	9	6.15
4224	59188	3	63.28
2067	1041	3	19.34
110	1311	10	8.43
2137	845	35	390.95
9	965	17	16.14
195	2094	3	8.77
11153	12	9	14.13
5936	251	3	18.07
134	3370	7	28.64
1311	352	7	34.44
259	405	4	4.49
591	1278	17	131.53
115	4803	3	6.62
501	18113	5	59.25
4180	40690	3	54.88
2630	108	10	18.32
2542	16630	8	129.72
1926	129	7	17.49
8291	212	4	28.5
112	7252	7	28.95
1417	446	17	125.21
12	8368	8	6.19
804	945	5	26.57
20052	12	4	6.42
8697	540	4	37.44
101	15350	3	4.54
106	17516	6	31.94
1859	163	3	6.49
651	3607	3	20.69
103	13420	10	46.68
560	7339	3	25.07
142	2553	11	50.59
12	12496	6	6.98
65744	1154	3	54.19
649	1894	3	16.02
6902	243	4	27.47
1315	3077	7	67.16
111	1275	7	3.94
2142	107	11	15.54
528	144	22	60.95
563	1269	3	12.59
12	11040	6	5.21
8	22549	13	121.56
203	4356	3	14.2
2004	33515	3	47.17
1424	1797	3	20.28
25822	12	4	9.16
116	6541	4	14.13
1389	445	7	38.92
884	17016	10	144.79
2138	108	7	6.47
1590	6044	3	30.05
1215	518	7	39
107	868	25	29.59
28137	348	3	34.41
135	1300	4	4.72
6453	12	10	5.88
140	978	5	6.1
139	838	16	46.14
2203	558	6	40.37
135	3413	3	7.66
4213	442	5	37.36
257	436	9	23.17
29191	146	3	26.57
107	2857	6	6.01
8658	169	3	17.87
8	2199	42	174.13
1463	674	4	21.63
854	508	3	9.72
110	7723	6	21.91
3632	196	3	12.57
106	4423	17	61.83
536	12	135	45.31
501	147	6	4.17
532	1666	3	13.86
3594	102	10	8.36
1050	1071	3	15.11
195	702	10	29.92
58	1080	4	8.54
110	412	47	62.96
5363	245	6	42.53
107	1586	19	32.86
12	31417	5	17.53
138	1764	8	23.91
169	600	5	6.01
274	14983	15	188.55
2776	392	7	47.79
133	2354	11	43.7
110	2261	11	21.13
3252	3794	8	100.33
796	315	6	20.08
262	111	45	34.41
1366	137	4	5.17
3504	123	175	2073.11
102	25925	3	10.22
107	5829	3	3.98
12	27167	9	42.82
85	23818	6	74.33
3326	500	3	18.38
18551	8	4	20.27
114	2381	11	32.1
809	448	4	13.68
3704	576	11	102.45
1671	191	3	7.08
5946	102	7	8.71
397	26056	4	48.09
1512	5380	4	40.72
111	687	88	326.58
117	1985	25	106.2
33715	8	3	19.2
208	461	44	228.94
34551	12	3	7.63
171	4812	4	20.18
41498	14	4	15.82
7039	106	7	21.3
4165	2544	3	30.34
402	160	28	88.84
27358	14	4	9.6
925	16008	3	34.7
8	22825	4	23.01
3524	120	4	9.58
1485	124	6	9.06
103	11318	4	9.15
107	20744	3	13.76
2060	1485	4	31.03
3775	5942	3	36.13
112	4985	13	57.44
113	4589	4	9.71
1337	9080	4	45.52
594	1586	3	14.22
2119	2	8	11.71
402	912	11	58.89
1422	132	13	40.85
405	509	18	92.98
12	9949	7	6.45
6590	2438	5	61.29
23858	474	3	34.68
113	3133	6	13.77
116	3991	3	5.66
102	12399	3	4.33
171	3064	5	21.81
51632	28837	3	75.52
16438	236	22	313.36
46379	574	3	43.17
203	1786	31	224.4
1223	608	46	449.26
5614	120	5	19.49
856	347	3	7.46
21862	12	3	3.96
8873	1340	3	32.12
12	25494	8	32.29
376	777	4	11.93
3468	114	6	16.04
109	6975	3	6.01
150	9774	3	17.11
922	2269	4	28
350	2911	19	165.56
4942	104	6	10.34
263	2176	11	68.72
110	659	35	58.95
102	31850	4	18.97
3703	102	9	6.69
169	466	8	12.16
2061	5183	6	69.84
4817	177	6	35.6
134	1071	5	5.94
1146	287	6	22.87
324	508	3	4.21
231	1293	9	39.41
164	3168	9	49.33
673	2998	4	28.18
227	126	331	1753.76
1759	1849	3	21.82
798	220	3	4.41
1119	3132	3	22.79
5295	114	4	11.62
109	2481	13	29.78
291	160	123	645.04
4849	6956	3	39.22
406	242	6	9.5
103	25238	4	18.67
3471	607	3	19.92
10406	14	6	4.26
2418	1769	10	103.54
325	5722	16	159.91
35485	12	4	14.33
13956	127	4	24.8
8009	229	3	19.76
24070	8	12	111.81
1935	2896	4	36.54
26570	9	3	16.94
137	537	17	35.01
424	10086	4	37.15
12112	115	4	20.33
139	817	7	9.99
9	16	282	323.69
110	2025	31	111.17
31657	101	3	10.56
49603	8	3	25.23
9	2613	10	18.15
109	3338	14	43.78
107	2876	6	6.08
2615	25594	4	64.22
231	374	9	18.08
5748	12	12	7.76
322	386	4	5.52
23035	21	3	24.56
399	2358	3	14.41
2983	3330	3	29.91
493	958	4	15.78
4102	1227	5	47.39
171	5279	3	14.12
107	21932	3	14.17
1041	675	9	56.66
24824	809	13	225.47
176	6768	3	16.19
2916	741	6	47.77
1898	101	33	34.48
4035	895	4	33.4
332	1037	3	8.06
6778	14	23	45.75
8	19946	3	14.07
19224	30649	4	89.24
234	994	76	620.13
114	4131	3	5.47
206	3525	4	19.32
805	2198	4	26.66
204	495	20	75.72
111	1240	27	70.66
112	1371	59	258.66
146	1740	9	31.18
3197	165	6	28.28
332	283	5	6
268	609	7	19.71
296	653	4	8.42
8664	103	5	10.12
4888	446	4	29.66
112	1731	7	7.12
26610	14	3	5.43
941	8069	5	53.8
111	2124	12	26.8
177	490	14	37.47
18705	104	14	106.91
673	21100	8	113.64
634	11258	6	67.75
228	23561	3	29.03
22072	102	4	14.19
7520	504	4	35.17
531	581	3	7.75
8	23949	8	61.98
2406	252	5	23.93
6176	12	14	13.85
947	150	4	4.55
270	19796	8	95.85
133	1246	7	13.09
167	1290	3	4.72
9680	12	16	37.34
3020	6993	4	49.94
828	14	86	25.74
1850	101	95	272.94
5093	20979	13	266.43
8	6342	6	17.43
4007	178	139	1858.4
12745	41063	3	63.81
424	14345	7	81
2545	580	6	42.74
6566	123	3	10.33
343	2488	9	60.93
8	4501	4	5.77
9450	1922	13	192.61
139	1956	4	8.04
58	265	12	17.5
335	12489	3	26.22
4182	8	30	152.74
201	3231	3	11.91
1247	1256	4	25.32
1244	143	8	20.28
139	3808	6	25.51
1394	108	24	50.91
2416	8	6	5.32
3440	106	12	28.52
106	7600	13	58.51
159	25937	3	26.7
441	788	3	8.46
2983	17778	20	405.72
5642	12	17	19.04
133	4649	3	9.35
534	231	6	11.82
857	2485	5	37.55
1043	817	26	229.33
101	27513	4	14.88
289	6502	8	68.11
472	660	4	12.65
1494	1976	3	21.27
6224	6414	3	40.54
147	2298	3	6.24
370	4532	4	27.32
3389	105	8	11.85
562	6943	3	24.68
11219	102	5	10.44
300	847	3	6.25
11159	1092	4	45.93
12526	8589	6	106.94
12	15653	7	14.11
172	1046	3	3.89
26998	2500	4	64.65
28886	12	4	10.76
114	4172	3	5.54
239	6457	3	18.32
1067	1461	4	25.17
5062	119	3	7.92
173	4882	3	13.57
3522	178	9	53.98
103	8791	8	23.48
466	561	3	6.87
432	154	7	6.07
2439	751	4	26.95
16127	12	11	34.27
8099	112	3	8.4
25756	14	4	8.85
1578	1954	20	220.55
15485	2042	4	55.29
8126	583	4	37.28
369	102	105	68.55
103	8624	9	28.19
370	477	3	4.84
5667	574	17	193.32
127	9174	4	20.13
424	32393	4	52.84
112	6640	3	6.91
498	3123	3	17.85
111	6252	3	6.4
978	4910	5	47.43
329	576	3	4.98
235	2101	5	21.76
111	3076	4	4.6
115	3539	3	4.69
4185	846	4	33.41
14229	101	3	3.98
300	471	15	58.56
296	2048	35	302.96
301	110	77	113.15
114	312	21	9.96
111	712	23	31.79
103	15226	7	29.88
141	1920	17	81.3
9558	111	14	89.37
3899	4006	3	33.38
1430	917	3	16.13
764	5531	6	58.02
10923	102	9	28.67
2352	27018	3	46.01
16071	106	6	30.7
1366	101	52	62.77
127	26270	5	43.66
349	14	160	12.1
3053	119	5	11.99
311	8645	3	22.36
1044	133	7	10.83
12	27150	3	5.65
226	2901	6	32.1
199	1609	5	16.77
109	1103	39	103.88
29101	12	3	6.22
610	128	9	8
108	3081	6	7.94
607	3736	3	20.45
107	3148	9	16.62
25481	131	9	96.03
2019	215	3	9.28
2111	817	3	18.13
9839	33440	3	59.47
180	2364	3	8.76
106	13585	11	65.04
4262	1998	4	40.8
521	7418	3	24.66
146	30219	3	27.33
121	2418	5	9.79
814	3572	3	21.9
5887	211	3	16.89
2617	4026	98	1800.51
6705	101	6	5
287	6017	32	364.23
7215	676	13	153.64
112	8495	12	68.79
3060	111	4	4.58
148	10638	3	17.36
104	5048	6	10.61
477	637	13	70.06
576	625	10	52.03
1439	2539	3	22.73
6004	1242	11	133.94
16111	3405	7	115.82
10569	1297	6	75.4
158	1125	5	9.78
28096	12	4	9.9
127	221	24	15.74
1286	61872	3	54.85
103	717	42	32.74
104	325	46	15.02
256	2999	3	13.1
1685	53253	4	75.46
1301	14	81	62.51
3853	420	3	18.32
12322	185	3	21.56
726	361	4	11.09
9195	12	10	13.2
220	180	12	11.44
39292	9	3	21.44
12908	4968	5	79.92
1843	2666	16	186.47
666	498	3	8.28
129	452	12	11.21
160	662	84	536.45
963	7858	3	29.01
116	16434	3	16.35
58620	9	3	29.71
102	229	97	6.23
101	1146	131	329.01
24159	12	4	8.49
44153	115	3	27.02
13	20146	4	34.34
105	3104	8	10.37
7241	102	7	11.56
628	3017	11	98.7
130	3149	12	55.95
2865	1985	3	25.79
57	3074	7	23.78
2425	12	32	16.31
13040	107	4	14.99
8849	105	3	5.73
3409	200	3	12.3
542	353	38	245.92
2776	25850	5	83.83
867	3134	7	61.56
104	20435	5	25.61
2378	109	10	17.64
241	1629	34	259.55
2279	21	3	6.41
103	19775	3	9.85
5996	9643	11	191.87
8	13552	3	10.59
2314	931	3	19.5
6242	101	18	46.02
272	927	19	105.11
123	4030	3	6.95
215	392	13	34.11
23166	103	9	57.74
1736	1441	8	69.51
335	2579	32	300.44
101	16935	4	9.04
659	127	312	2438.5
19229	9	4	20.75
150	1830	11	45.16
2941	3044	6	66.44
784	7847	27	382.31
582	717	8	40.15
5976	132	5	23.23
27100	4795	3	51.38
7094	115	13	78.64
752	4913	3	23.76
4636	109	7	18.24
7701	9	3	6.36
1441	146	8	22.86
16120	8	3	12.18
246	1937	3	9.83
753	1624	5	31.35
815	189	6	13.51
125	935	6	5.24
8971	60681	3	69.29
101	18260	3	5.71
103	17021	4	13.38
185	112	44	11.27
270	26632	3	31.87
125	4374	12	63.35
12519	13424	3	52.62
456	611	7	27.74
106	8989	4	10.51
8347	743	3	27.97
8	8709	8	34.58
123	6751	3	10.55
313	2265	3	12.37
792	2951	3	20.23
12	938	77	27.08
104	1463	15	13.32
3639	4335	3	33.37
142	13309	3	18.87
283	1898	4	16.2
477	7733	4	35.17
192	2181	14	82.9
1303	251	4	12.29
3850	188	3	12.57
725	1629	4	23.04
1915	14	106	204.37
12	6474	12	10.2
64140	8702	3	69.06
6191	188	3	16.06
898	101	63	52.41
388	1070	6	26.47
6483	127	13	84.79
203	10991	6	51.67
18763	14	4	5.36
192	4785	4	21.37
2519	121	17	73.3
12	6851	23	48.68
3987	560	3	20.42
2228	7982	4	48.53
106	25774	3	15.06
104	7315	3	4.24
116	8301	4	16.63
13518	14	5	4.82
14956	121	8	61.35
101	4742	23	54.3
12458	1145	3	33.84
102	5858	13	29.48
484	217	5	7.16
104	5578	6	11.88
575	166	22	79.67
9541	1050	3	31.06
660	404	3	6.99
527	11943	4	40.68
101	504	105	77.29
12	140	621	42.82
102	1368	22	9.41
251	1087	3	6.61
104	4120	19	64.61
8973	8111	37	809.24
102	3346	12	11.58
103	3470	55	247.79
2670	2456	13	154.88
128	3312	29	187.64
6759	108	3	5.42
129	3444	6	21.2
1239	242	4	11.53
731	183	96	702.81
1097	348	6	25.35
4474	139	4	15.44
17781	749	4	48.66
1570	128	4	4.4
106	10419	7	28.7
3577	113	3	4.25
968	1382	3	16.32
2593	2877	11	130.54
341	4989	3	18.8
107	8306	5	15.1
1447	239	3	7.88
8246	14	14	22.15
150	2781	20	125.67
304	284	9	17.12
124	3002	29	174.78
813	101	44	13.59
121	4123	8	32.24
213	487	11	30.19
392	6968	3	22.39
120	1248	32	129.21
1195	1451	8	63.27
3815	2154	6	65.69
28630	12	3	6.22
322	1850	3	11.2
2266	445	6	37.98
137	4114	9	45.94
7	441	7	13.22
705	3223	4	29.32
261	219	8	8.67
27603	20255	6	138.91
264	617	11	40.47
107	3450	5	5.51
110	2529	14	35.8
106	1475	16	18.93
263	2722	12	83.22
1660	1576	8	70.15
168	482	39	172.42
169	877	5	9.03
166	1271	16	73.05
1185	101	47	38.86
1999	294	3	11.04
1488	107	35	94.17
8839	3957	3	39.77
133	6829	5	25.18
885	495	3	9.75
13539	1297	4	49.66
471	2198	9	64.75
145	141	28	10.94
115	1478	25	87.27
113	185	143	322.18
265	222	91	502.78
23346	152	3	24.89
116	3453	8	26.64
112	2894	14	44.93
3193	52425	3	56.7
2846	205	20	150.06
223	15568	4	36.28
103	13319	5	15.52
177	3371	4	17.03
115	8041	3	10.33
974	1737	3	17.74
1895	217	3	8.9
12	11638	6	5.9
3620	794	4	31.42
15517	243	5	48.27
141	5603	4	18.16
103	10715	12	52.42
561	175	14	40.3
8	20600	8	57.16
5573	12	20	27.09
112	4509	12	48.08
116	6060	10	51.65
201	38304	4	47.2
1519	2172	5	41.89
238	4834	23	220.65
876	123	6	4.27
1997	135	114	988.1
3521	321	33	336.49
19422	101	3	6.29
3618	763	3	21.54
2569	103	16	21.8
333	8202	3	22.56
403	2734	3	15.5
41972	12	3	9.68
209	4426	18	154.01
650	369	3	6.44
146	793	5	5.35
7385	101	7	8.85
142	1350	8	21.4
6358	14	12	9.1
18672	169	4	35.2
173	192	10	4.12
117	1384	14	33.85
14388	104	17	120.9
13363	102	5	12.59
3166	21	3	8.54
1225	107	27	50.57
32276	102	3	12.14
112	2250	25	94.19
745	167	33	162.63
408	3902	8	64.52
110	4357	4	6.32
18340	616	3	33.86
107	5217	4	6.22
1490	195	3	6.67
8965	103	14	58.53
5517	106	7	17.31
11018	14	11	20.09
3563	12	33	41.59
504	1668	4	20.35
508	102	73	45.82
17349	12	6	11.85
22436	110	3	15.64
1114	7955	5	55.3
8	8069	11	52.47
1429	224	3	7.43
382	1744	4	18.39
201	7997	3	18.74
922	158	6	11.55
9715	111	4	15.08
134	2904	3	6.5
2805	779	9	79.33
289	660	24	131.04
770	512	6	25.97
258	1174	3	7.28
3862	116	6	18.3
609	340	20	106.72
2324	3957	3	29.42
261	2689	4	18.83
1625	1197	6	45.51
108	150	69	4.58
1016	4238	3	24.41
674	386	12	58.26
11084	9	10	55.06
164	1302	11	42.56
167	972	4	6.21
11523	104	3	7.3
2066	148	18	94.17
30276	8	3	18.34
2476	780	3	18.87
1363	125	8	15.4
106	6896	13	55
381	594	3	6.05
918	219	16	75.26
2263	163	6	23.23
745	34770	7	114.13
2771	623	3	18.42
7316	786	5	50.56
110	3175	29	132.07
199	2267	6	26.74
803	297	3	5.88
107	2310	7	6.15
2324	2600	3	26.17
109	1938	9	10.95
705	9	37	61.31
5903	1477	5	54.13
115	17779	7	52.92
595	22034	9	130.16
430	1337	3	11.34
946	222	6	17.7
2146	7764	48	870.49
16862	12	7	15.34
979	1184	3	15.37
1901	308	6	30.03
371	490	48	330.4
103	11359	3	5.33
